name,decimal,state,year
yxk,0.07,Connecticut,1968
yxl,0.86,New Jersey,2001
yxm,0.79,Illinois,1918
yxp,0.54,Illinois,2017
yxt,0.73,Massachusetts,1911
yxx,0.82,Maine,1984
yyd,0.99,South Carolina,1960
yye,0.0,Kentucky,1999
yyk,0.21,Texas,1974
yyl,0.99,Illinois,2015
yys,0.5,New York,1912
yza,0.81,Washington,1957
yzc,0.51,Colorado,1914
yzd,0.94,Mississippi,1991
yze,0.88,Utah,1946
yzg,0.4,Maryland,2011
yzh,0.96,Pennsylvania,1930
yzl,0.38,Michigan,1908
yzo,0.7,Wyoming,1954
yzr,0.35,Oklahoma,1942
yzu,0.01,Arizona,1975
yzw,0.06,Missouri,1937
zac,0.87,Missouri,1963
zad,0.14,Texas,1919
zaf,0.73,North Carolina,2010
zai,0.19,South Dakota,2023
zaj,0.14,Pennsylvania,1974
zao,0.48,Wyoming,2004
zaq,0.0,Iowa,1953
zar,0.31,California,1912
zaw,0.11,Kansas,1927
zay,0.59,Vermont,1919
zaz,0.04,Oregon,1912
zbb,0.75,New Hampshire,1926
zbi,0.53,Nebraska,1907
zbk,0.49,Nebraska,1997
zbl,0.25,Wisconsin,1938
zbm,0.03,Kansas,2000
zbo,0.42,Kentucky,1907
zbp,0.35,Arizona,1920
zbw,0.92,Kentucky,1957
zbz,0.43,Rhode Island,2018
zck,0.67,New York,1934
zcl,0.57,Pennsylvania,2006
zcm,0.32,Alaska,2015
zcn,0.77,Nevada,1939
zcp,0.86,Iowa,2003
zcq,0.89,Indiana,1927
zcr,0.25,New Mexico,1917
zcs,0.56,Hawaii,1978
zcy,0.73,South Dakota,1929
zda,0.09,Utah,1930
zdk,0.09,Nevada,2023
zdl,0.04,Arkansas,1999
zdu,0.78,Washington,1977
zdw,0.01,Minnesota,1904
zdy,0.86,Illinois,1969
zeb,0.0,Idaho,1912
zed,0.5,New Jersey,1972
zei,0.07,Indiana,1972
zek,0.71,Florida,1997
zel,0.21,New Mexico,1972
zen,0.67,New Jersey,1932
zet,0.31,Idaho,1956
zew,0.18,North Carolina,2022
zfd,0.89,Tennessee,1998
zfe,0.91,Mississippi,2020
zff,0.22,Michigan,1983
zfl,0.98,Alaska,1906
zfn,0.39,Louisiana,1941
zfp,0.19,North Carolina,1936
zfq,0.94,Maine,1983
zfu,0.32,Michigan,1922
zfx,0.96,South Carolina,1937
zgc,0.67,Colorado,1953
zge,0.19,Delaware,2007
zgh,0.27,Oregon,2015
zgl,0.52,Nevada,2007
zgp,0.98,Alaska,2015
zgv,0.74,Maine,1952
zgw,0.13,Delaware,2017
zha,0.49,Idaho,2008
zhe,0.32,Colorado,1945
zhj,0.21,North Carolina,2008
zho,0.2,New Hampshire,1943
zhp,0.34,Oklahoma,1929
zhq,0.18,California,1920
zhs,0.44,Wyoming,1953
zht,0.46,Arizona,1945
zhx,0.55,Utah,2005
zhz,0.99,Louisiana,2010
zie,0.47,South Dakota,2003
zim,0.11,Oregon,1951
ziq,0.59,Hawaii,1958
zir,0.05,Louisiana,2017
zit,0.38,Pennsylvania,2011
zja,0.53,Nebraska,1933
zjb,0.67,Rhode Island,1971
zjd,0.6,Oklahoma,1974
zjh,0.82,West Virginia,1936
zjj,0.79,Virginia,1923
zjm,1.0,Montana,1931
zjq,0.94,Louisiana,1913
zju,0.56,Kentucky,1934
zjv,0.84,Ohio,1976
zjw,0.71,Louisiana,1961
zjx,0.75,Rhode Island,1931
zkf,0.9,Utah,1937
zkh,0.47,Indiana,2008
zki,0.57,California,1922
zkn,0.34,Delaware,1999
zkp,0.56,South Dakota,1969
zku,0.25,South Carolina,1909
zkv,0.04,North Dakota,1924
zkw,0.84,Louisiana,1912
zkz,0.88,Wisconsin,2011
zla,0.4,Mississippi,1924
zlb,0.19,New York,1984
zlc,0.84,Oregon,1938
zld,0.81,Arizona,1955
zlg,0.11,South Dakota,1939
zlh,0.22,Kansas,1989
zli,0.64,Arkansas,1988
zlj,0.31,Utah,1994
zlp,0.86,Minnesota,1965
zlr,0.76,Hawaii,1917
zlx,0.67,Minnesota,1919
zmb,0.92,Minnesota,1959
zmc,0.77,Oklahoma,1902
zme,0.85,Tennessee,2012
zmg,0.58,Wyoming,1918
zmj,0.45,Nevada,1945
zmk,0.34,Montana,1927
zmn,0.63,Utah,1956
zmo,0.55,West Virginia,1992
zmq,0.73,Utah,1935
zmt,0.33,Michigan,1994
zmu,0.45,Nebraska,1966
zmw,0.26,Illinois,1933
zmy,0.43,New Hampshire,2014
zmz,0.34,Iowa,2011
zne,0.89,Massachusetts,1913
znf,0.58,Florida,1913
znh,0.96,Utah,1927
zni,0.88,California,1965
znm,0.56,Hawaii,1913
zno,0.89,Oklahoma,1941
znp,0.11,South Dakota,1918
zns,0.56,Alabama,1918
znv,0.77,Montana,1929
zny,0.65,Mississippi,1929
zob,0.57,Hawaii,1940
zog,0.42,Vermont,1984
zoh,0.53,South Dakota,1981
zoj,0.6,Georgia,2003
zol,0.53,Michigan,1981
zon,0.82,Montana,2013
zop,0.86,New Jersey,1935
zos,0.36,Hawaii,1952
zou,0.97,Delaware,1938
zox,0.67,Wyoming,1967
zoz,0.25,New York,1999
zpa,0.5,Missouri,1995
zpb,0.39,Michigan,1941
zpe,0.02,New Hampshire,1944
zpi,0.33,Massachusetts,1961
zpm,0.54,Maine,1962
zpp,0.21,Florida,1927
zpq,0.24,Iowa,1944
zqa,0.27,Michigan,2016
zqb,0.56,New Jersey,1911
zqc,0.53,Virginia,1921
zqg,0.6,Nevada,2020
zqh,0.31,Connecticut,1949
zqj,0.87,Indiana,1952
zqk,0.94,Delaware,1954
zql,0.8,Tennessee,2006
zqm,0.49,Minnesota,1924
zqp,0.38,South Dakota,1985
zqq,0.81,Vermont,1961
zqr,0.92,Delaware,2011
zqt,0.77,Washington,1956
zqy,0.55,Wyoming,1933
zqz,0.25,Connecticut,1975
zrf,0.37,Oklahoma,1928
zrg,0.75,Pennsylvania,1961
zrh,0.73,Nebraska,1952
zri,0.57,Kansas,1996
zrl,0.59,Minnesota,1949
zrs,0.07,New Jersey,1984
zrt,0.9,Utah,2022
zrw,0.9,Delaware,2002
zrx,0.27,Texas,1980
zrz,0.74,Rhode Island,1992
zsd,0.38,Iowa,2001
zse,0.73,Montana,1987
zsg,0.58,Florida,1981
zsm,0.26,North Carolina,1909
zsq,0.83,North Dakota,2009
zsr,0.32,Oklahoma,1971
zss,0.38,Texas,1994
zsu,0.79,Nevada,2020
zsv,0.71,South Dakota,2014
zta,0.02,New Jersey,1980
ztc,0.53,Alabama,2002
ztd,0.49,Pennsylvania,1932
ztj,0.78,Maine,1957
ztn,0.57,Pennsylvania,1960
ztp,0.55,Iowa,1902
ztq,0.06,Alabama,1996
ztr,0.21,Georgia,1900
ztx,0.08,Utah,1904
zty,0.02,Colorado,1991
zua,0.93,Washington,1961
zuh,0.86,Maine,1959
zui,0.59,Alabama,1976
zuj,0.66,Wyoming,2007
zuk,0.57,Vermont,1929
zul,0.27,Missouri,1981
zvd,0.1,West Virginia,1947
zvg,0.93,Montana,1927
zvm,0.51,Iowa,1922
zvo,0.93,Oregon,2017
zvp,0.93,Vermont,1931
zvt,1.0,Nevada,1941
zwc,0.94,Mississippi,1979
zwe,0.15,Arizona,2019
zwg,0.58,North Carolina,1955
zwn,0.88,North Dakota,1921
zwp,0.62,Massachusetts,1946
zwq,0.24,Indiana,2020
zwt,0.73,Kentucky,1937
zww,0.95,Minnesota,2003
zwz,0.33,Florida,1952
zxj,0.63,Washington,1985
zxk,0.57,Rhode Island,1996
zxl,0.45,Michigan,1919
zxt,0.49,Kansas,1998
zxx,0.91,Michigan,1984
zxy,0.07,Massachusetts,1930
zyd,0.79,Alaska,1926
zym,0.54,Indiana,1920
zyu,0.88,Wisconsin,1927
zyv,0.36,Wyoming,1916
zyw,0.76,Washington,2023
zyx,0.57,Oklahoma,1924
zyy,0.76,California,1939
zyz,0.89,New Jersey,1952
zzb,0.4,Maryland,1938
zze,0.78,Wisconsin,1970
zzf,0.8,Connecticut,1990
zzh,0.68,Wyoming,1906
zzi,0.23,Connecticut,1990
zzj,0.54,New York,1919
zzl,0.35,Washington,1921
zzm,0.84,Florida,1966
zzo,0.15,Virginia,2015
zzr,0.97,Illinois,1956
zzz,0.36,Vermont,1959
